node_id,node_index,node_type,name,source
ETCM_disease_id_1123,694,disease,Decreased Serum Estradiol,existing
ETCM_disease_id_1124,695,disease,Decreased Serum Ferritin,existing
ETCM_disease_id_1125,696,disease,Decreased Serum Insulin-Like Growth Factor 1,existing
ETCM_disease_id_1126,697,disease,Decreased Serum Iron,existing
ETCM_disease_id_1128,698,disease,Decreased Serum Testosterone Level,existing
ETCM_disease_id_1130,699,disease,Decreased Skull Ossification,existing
ETCM_disease_id_1131,700,disease,Decreased Small Intestinal Mucosa Lactase Activity,existing
ETCM_disease_id_1134,701,disease,Decreased Taste Sensation,existing
ETCM_disease_id_1135,702,disease,Decreased Testosterone In Males,existing
ETCM_disease_id_1137,703,disease,Decreased Urinary Potassium,existing
ETCM_disease_id_1142,704,disease,Deep Venous Thrombosis,existing
ETCM_disease_id_1145,705,disease,Defective Dehydrogenation Of Isovaleryl Coa And Butyryl Coa,existing
ETCM_disease_id_1147,706,disease,Defective Production Of Nfkb1-Dependent Cytokines,existing
ETCM_disease_id_1148,707,disease,Defective T Cell Proliferation,existing
ETCM_disease_id_1150,708,disease,Deficiency Or Absence Of Cytochrome B(-245),existing
ETCM_disease_id_1154,709,disease,Degenerative Polyarthritis,existing
ETCM_disease_id_1155,710,disease,Dehydration,existing
ETCM_disease_id_1156,711,disease,Delayed Ability To Walk,existing
ETCM_disease_id_1157,712,disease,Delayed Cns Myelination,existing
ETCM_disease_id_1158,713,disease,Delayed Epiphyseal Ossification,existing
ETCM_disease_id_1159,714,disease,Delayed Gross Motor Development,existing
ETCM_disease_id_1161,715,disease,Delayed Oxidation Of Acetaldehyde,existing
ETCM_disease_id_1164,716,disease,Delayed Skeletal Maturation,existing
ETCM_disease_id_1165,717,disease,Delayed Social Development,existing
ETCM_disease_id_1166,718,disease,Delayed Speech And Language Development,existing
ETCM_disease_id_1167,719,disease,Delirium,existing
ETCM_disease_id_1168,720,disease,Delusional Disorder,existing
ETCM_disease_id_1169,721,disease,Delusions,existing
ETCM_disease_id_1170,722,disease,Dementia,existing
ETCM_disease_id_1171,723,disease,Demyelinating Peripheral Neuropathy,existing
ETCM_disease_id_1173,724,disease,Dense Calcifications In The Cerebellar Dentate Nucleus,existing
ETCM_disease_id_1175,725,disease,Depigmentation/Hyperpigmentation Of Skin,existing
ETCM_disease_id_1178,726,disease,Depletion Of Mitochondrial Dna In Muscle Tissue,existing
ETCM_disease_id_1179,727,disease,Deposits Immunoreactive To Beta-Amyloid Protein,existing
ETCM_disease_id_1180,728,disease,Depressed Mood,existing
ETCM_disease_id_1181,729,disease,Depression,existing
ETCM_disease_id_1182,730,disease,"Depression, Postpartum",existing
ETCM_disease_id_1183,731,disease,Depressive Disorder,existing
ETCM_disease_id_1184,732,disease,"Depressive Disorder, Treatment-Resistant",existing
ETCM_disease_id_1185,733,disease,Depressivity,existing
ETCM_disease_id_1186,734,disease,Dermal Atrophy,existing
ETCM_disease_id_1188,735,disease,Dermatitis,existing
ETCM_disease_id_1192,736,disease,Dermatological Disorders,existing
ETCM_disease_id_1194,737,disease,Descending Thoracic Aorta Aneurysm,existing
ETCM_disease_id_1198,738,disease,Detrusor Hyperreflexia,existing
ETCM_disease_id_1199,739,disease,Developmental Disabilities,existing
ETCM_disease_id_1200,740,disease,Developmental Regression,existing
ETCM_disease_id_1201,741,disease,Developmental Stagnation,existing
ETCM_disease_id_1203,742,disease,Dexamethasone-Suppresible Primary Hyperaldosteronism,existing
ETCM_disease_id_1205,743,disease,Diabetes Insipidus,existing
ETCM_disease_id_1206,744,disease,Diabetes Mellitus,existing
ETCM_disease_id_1207,745,disease,"Diabetes Mellitus, Non-Insulin-Dependent",existing
ETCM_disease_id_1208,746,disease,Diabetes Mellitus Type 1,existing
ETCM_disease_id_1209,747,disease,Diabetes Mellitus Type 2,existing
ETCM_disease_id_1210,748,disease,Diabetic Angiopathy,existing
ETCM_disease_id_1211,749,disease,Diabetic Cardiovascular Dysfunction,existing
ETCM_disease_id_1212,750,disease,Diabetic Complications,existing
ETCM_disease_id_1214,751,disease,Diabetic Dyslipidemia,existing
ETCM_disease_id_1215,752,disease,Diabetic Endothelial Dysfunction,existing
ETCM_disease_id_1217,753,disease,Diabetic Ketoacidosis,existing
ETCM_disease_id_1220,754,disease,Diabetic Nephropathy,existing
ETCM_disease_id_1221,755,disease,Diabetic Neuropathy,existing
ETCM_disease_id_1222,756,disease,Diabetic Retinopathy,existing
ETCM_disease_id_1223,757,disease,Diaminoaciduria,existing
ETCM_disease_id_1224,758,disease,Diaphragmatic Paralysis,existing
ETCM_disease_id_1225,759,disease,Diaphragmatic Weakness,existing
ETCM_disease_id_1226,760,disease,Diaphyseal Cortical Sclerosis,existing
ETCM_disease_id_1227,761,disease,Diaphyseal Sclerosis,existing
ETCM_disease_id_1228,762,disease,Diaphyseal Thickening,existing
ETCM_disease_id_1229,763,disease,Diarrhea,existing
ETCM_disease_id_1231,764,disease,Dicarboxylic Aciduria,existing
ETCM_disease_id_1232,765,disease,Dietary Shortage,existing
ETCM_disease_id_1233,766,disease,Difficulty Adjusting From Light To Dark,existing
ETCM_disease_id_1234,767,disease,Difficulty Climbing Stairs,existing
ETCM_disease_id_1236,768,disease,Difficulty Running,existing
ETCM_disease_id_1237,769,disease,Difficulty Standing,existing
ETCM_disease_id_1238,770,disease,Difficulty Walking,existing
ETCM_disease_id_1240,771,disease,Diffuse Cerebral Atrophy,existing
ETCM_disease_id_1241,772,disease,Diffuse Hepatic Steatosis,existing
ETCM_disease_id_1245,773,disease,Diffuse Mesangial Sclerosis,existing
ETCM_disease_id_1246,774,disease,Diffuse Nuclear Cataract,existing
ETCM_disease_id_1252,775,disease,Dilatation,existing
ETCM_disease_id_1254,776,disease,Dilated Cardiomyopathy,existing
ETCM_disease_id_1255,777,disease,Dilated Fourth Ventricle,existing
ETCM_disease_id_1257,778,disease,Disabling Peak-Dose Dyskinesias,existing
ETCM_disease_id_1258,779,disease,Dislocated Radial Head,existing
ETCM_disease_id_1260,780,disease,Disorders Associated With Nmdar Hypofunction,existing
ETCM_disease_id_1261,781,disease,Disorders Of Bone Mineralization,existing
ETCM_disease_id_1263,782,disease,Disorders Of Initiating And Maintaining Sleep,existing
ETCM_disease_id_1264,783,disease,Disseminated Intravascular Coagulation,existing
ETCM_disease_id_1265,784,disease,Distal Amyotrophy,existing
ETCM_disease_id_1267,785,disease,Distal Lower Limb Amyotrophy,existing
ETCM_disease_id_1268,786,disease,Distal Lower Limb Muscle Weakness,existing
ETCM_disease_id_1269,787,disease,Distal Muscle Weakness,existing
ETCM_disease_id_1270,788,disease,Distal Renal Tubular Acidosis,existing
ETCM_disease_id_1271,789,disease,Distal Sensory Impairment,existing
ETCM_disease_id_1272,790,disease,Distal Sensory Impairment Of All Modalities,existing
ETCM_disease_id_1274,791,disease,Distal Upper Limb Muscle Weakness,existing
ETCM_disease_id_1277,792,disease,Dorsocervical Fat Pad,existing
ETCM_disease_id_1278,793,disease,Downbeat Nystagmus,existing
ETCM_disease_id_1279,794,disease,Doxorubicin-Induced Apoptosis,existing
ETCM_disease_id_1280,795,disease,Drooling,existing
ETCM_disease_id_1281,796,disease,Drowsiness,existing
ETCM_disease_id_1283,797,disease,Drug-Induced Dyskinesias,existing
ETCM_disease_id_1284,798,disease,Drug Allergy,existing
ETCM_disease_id_1285,799,disease,Drug Dependence,existing
ETCM_disease_id_1286,800,disease,Drusen,existing
ETCM_disease_id_1287,801,disease,Dry Hair,existing
ETCM_disease_id_1288,802,disease,Dry Skin,existing
ETCM_disease_id_1290,803,disease,Duchenne Muscular Dystrophy,existing
ETCM_disease_id_1294,804,disease,Duodenal Ulcer,existing
ETCM_disease_id_1295,805,disease,Dysarthria,existing
ETCM_disease_id_1296,806,disease,Dyscalculia,existing
ETCM_disease_id_1297,807,disease,Dysdiadochokinesis,existing
ETCM_disease_id_1298,808,disease,Dysesthesia,existing
ETCM_disease_id_1301,809,disease,Dysgenesis Of The Cerebellar Vermis,existing
ETCM_disease_id_1302,810,disease,Dysgerminoma,existing
ETCM_disease_id_1303,811,disease,Dysgraphia,existing
ETCM_disease_id_1304,812,disease,Dyskinesia,existing
ETCM_disease_id_1305,813,disease,"Dyskinesia, Drug-Induced",existing
ETCM_disease_id_1306,814,disease,Dyslexia,existing
ETCM_disease_id_1307,815,disease,Dyslipidemia,existing
ETCM_disease_id_1308,816,disease,Dysmenorrhea,existing
ETCM_disease_id_1310,817,disease,Dyspareunia,existing
ETCM_disease_id_1311,818,disease,Dysphagia,existing
ETCM_disease_id_1312,819,disease,Dysphasia,existing
ETCM_disease_id_1313,820,disease,Dysphonia,existing
ETCM_disease_id_1314,821,disease,Dysphoric Mood,existing
ETCM_disease_id_1315,822,disease,Dysplastic Gangliocytoma Of The Cerebellum,existing
ETCM_disease_id_1316,823,disease,Dyspnea,existing
ETCM_disease_id_1317,824,disease,Dysregulation Of Apoptosis,existing
ETCM_disease_id_1319,825,disease,Dystrophic Fingernails,existing
ETCM_disease_id_1320,826,disease,Dysuria,existing
ETCM_disease_id_1322,827,disease,Early Stage Hormone Sensitive Prostate Cancer,existing
ETCM_disease_id_1323,828,disease,Easy Fatigability,existing
ETCM_disease_id_1325,829,disease,Ecchymosis,existing
ETCM_disease_id_1326,830,disease,Echolalia,existing
ETCM_disease_id_1327,831,disease,Eclampsia,existing
ETCM_disease_id_1328,832,disease,Ectopic Kidney,existing
ETCM_disease_id_1329,833,disease,Eczema,existing
ETCM_disease_id_1330,834,disease,Eczematoid Dermatitis,existing
ETCM_disease_id_1331,835,disease,Edema,existing
ETCM_disease_id_1333,836,disease,Edema Of The Dorsum Of Hands,existing
ETCM_disease_id_1334,837,disease,Edema Of The Lower Limbs,existing
ETCM_disease_id_1335,838,disease,Eeg Abnormality,existing
ETCM_disease_id_1341,839,disease,Eicosanoid-Mediated Disorders,existing
ETCM_disease_id_1342,840,disease,Elbow Ankylosis,existing
ETCM_disease_id_1343,841,disease,Elbow Dislocation,existing
ETCM_disease_id_1344,842,disease,Elbow Flexion Contracture,existing
ETCM_disease_id_1345,843,disease,Elevated 8(9)-Cholestenol,existing
ETCM_disease_id_1346,844,disease,Elevated 8-Dehydrocholesterol,existing
ETCM_disease_id_1348,845,disease,Elevated Alkaline Phosphatase,existing
ETCM_disease_id_1349,846,disease,Elevated Alkaline Phosphatase Of Bone Origin,existing
ETCM_disease_id_1351,847,disease,Elevated Alpha-Fetoprotein,existing
ETCM_disease_id_1353,848,disease,Elevated Apolipoprotein A-Ii Level,existing
ETCM_disease_id_1354,849,disease,Elevated Apolipoprotein B Level,existing
ETCM_disease_id_1355,850,disease,Elevated C-Reactive Protein Level,existing
ETCM_disease_id_1356,851,disease,Elevated Calcitonin,existing
ETCM_disease_id_1357,852,disease,Elevated Circulating Catecholamine Level,existing
ETCM_disease_id_1358,853,disease,Elevated Circulating Follicle Stimulating Hormone Level,existing
ETCM_disease_id_1359,854,disease,Elevated Circulating Luteinizing Hormone Level,existing
ETCM_disease_id_1360,855,disease,Elevated Circulating Parathyroid Hormone Level,existing
ETCM_disease_id_1362,856,disease,Elevated Creatine Kinase After Exercise,existing
ETCM_disease_id_1363,857,disease,Elevated Diastolic Blood Pressure,existing
ETCM_disease_id_1364,858,disease,Elevated Erythrocyte Sedimentation Rate,existing
ETCM_disease_id_1365,859,disease,Elevated Hemoglobin A1C,existing
ETCM_disease_id_1366,860,disease,Elevated Hepatic Iron Concentration,existing
ETCM_disease_id_1367,861,disease,Elevated Hepatic Transaminase,existing
ETCM_disease_id_1368,862,disease,Elevated Intracellular Cystine,existing
ETCM_disease_id_1371,863,disease,Elevated Levels Of Phytanic Acid,existing
ETCM_disease_id_1372,864,disease,Elevated Long Chain Fatty Acids,existing
ETCM_disease_id_1374,865,disease,Elevated Mean Arterial Pressure,existing
ETCM_disease_id_1375,866,disease,Elevated Plasma Acylcarnitine Levels,existing
ETCM_disease_id_1376,867,disease,Elevated Plasma Branched Chain Amino Acids,existing
ETCM_disease_id_1377,868,disease,Elevated Plasma Citrulline,existing
ETCM_disease_id_1380,869,disease,Elevated Red Cell Adenosine Deaminase Activity,existing
ETCM_disease_id_1382,870,disease,Elevated Serum 11-Deoxycortisol,existing
ETCM_disease_id_1383,871,disease,Elevated Serum Acid Phosphatase,existing
ETCM_disease_id_1386,872,disease,Elevated Serum Creatine Phosphokinase,existing
ETCM_disease_id_1387,873,disease,Elevated Serum Creatinine,existing
ETCM_disease_id_1388,874,disease,Elevated Serum Long-Chain Fatty Acids,existing
ETCM_disease_id_1390,875,disease,Elevated Sweat Chloride,existing
ETCM_disease_id_1391,876,disease,Elevated Systolic Blood Pressure,existing
ETCM_disease_id_1392,877,disease,Elevated Tissue Non-Specific Alkaline Phosphatase,existing
ETCM_disease_id_1393,878,disease,Elevated Transferrin Saturation,existing
ETCM_disease_id_1394,879,disease,Elevated Urinary Catecholamines,existing
ETCM_disease_id_1395,880,disease,Elevated Urinary Delta-Aminolevulinic Acid,existing
ETCM_disease_id_1396,881,disease,Elevated Urinary Dopamine,existing
ETCM_disease_id_1397,882,disease,Elevated Urinary Epinephrine,existing
ETCM_disease_id_1398,883,disease,Elevated Urinary Homovanillic Acid,existing
ETCM_disease_id_1399,884,disease,Elevated Urinary Norepinephrine,existing
ETCM_disease_id_1400,885,disease,Elevated Urinary Vanillylmandelic Acid,existing
ETCM_disease_id_1402,886,disease,Elliptocytosis,existing
ETCM_disease_id_1404,887,disease,Emg Abnormality,existing
ETCM_disease_id_1405,888,disease,Emotional Blunting,existing
ETCM_disease_id_1406,889,disease,Emotional Diseases,existing
ETCM_disease_id_1407,890,disease,Emotional Lability,existing
ETCM_disease_id_1408,891,disease,Emphysema,existing
ETCM_disease_id_1409,892,disease,Encephalitis,existing
ETCM_disease_id_1413,893,disease,Endometrial Neoplasms,existing
ETCM_disease_id_1414,894,disease,Endometriosis,existing
ETCM_disease_id_1421,895,disease,Endotoxin-Mediated Diseases,existing
ETCM_disease_id_1423,896,disease,Enlarged Cisterna Magna,existing
ETCM_disease_id_1424,897,disease,Enlarged Joints,existing
ETCM_disease_id_1426,898,disease,Enlarged Polycystic Ovaries,existing
ETCM_disease_id_1429,899,disease,Enlargement Of The Ankles,existing
ETCM_disease_id_1430,900,disease,Enlargement Of The Wrists,existing
ETCM_disease_id_1431,901,disease,Enterocolitis,existing
ETCM_disease_id_1432,902,disease,Enteroviral Dermatomyositis Syndrome,existing
ETCM_disease_id_1433,903,disease,Enteroviral Hepatitis,existing
ETCM_disease_id_1435,904,disease,Enthesitis,existing
ETCM_disease_id_1436,905,disease,Enuresis,existing
ETCM_disease_id_1439,906,disease,Eosinophilia,existing
ETCM_disease_id_1440,907,disease,Ependymoma,existing
ETCM_disease_id_1441,908,disease,Epidermal Hyperplasia,existing
ETCM_disease_id_1445,909,disease,Epididymitis,existing
ETCM_disease_id_1448,910,disease,Epilepsy,existing
ETCM_disease_id_1449,911,disease,"Epilepsy, Frontal Lobe",existing
ETCM_disease_id_1450,912,disease,Epileptic Encephalopathy,existing
ETCM_disease_id_1451,913,disease,Epileptic Seizures,existing
ETCM_disease_id_1452,914,disease,Epileptic Spasms,existing
ETCM_disease_id_1453,915,disease,Epiphora,existing
ETCM_disease_id_1454,916,disease,Epiphyseal Dysplasia,existing
ETCM_disease_id_1456,917,disease,Episodic Abdominal Pain,existing
ETCM_disease_id_1457,918,disease,Episodic Ammonia Intoxication,existing
ETCM_disease_id_1458,919,disease,Episodic Ataxia,existing
ETCM_disease_id_1459,920,disease,Episodic Fever,existing
ETCM_disease_id_1460,921,disease,Episodic Flaccid Weakness,existing
ETCM_disease_id_1461,922,disease,Episodic Generalized Hypotonia,existing
ETCM_disease_id_1462,923,disease,Episodic Hemiplegia,existing
ETCM_disease_id_1464,924,disease,Episodic Hyperhidrosis,existing
ETCM_disease_id_1465,925,disease,Episodic Hypertension,existing
ETCM_disease_id_1466,926,disease,Episodic Hypokalemia,existing
ETCM_disease_id_1467,927,disease,Episodic Ketoacidosis,existing
ETCM_disease_id_1468,928,disease,Episodic Metabolic Acidosis,existing
ETCM_disease_id_1469,929,disease,Episodic Paroxysmal Anxiety,existing
ETCM_disease_id_1470,930,disease,Episodic Peripheral Neuropathy,existing
ETCM_disease_id_1471,931,disease,Episodic Quadriplegia,existing
ETCM_disease_id_1472,932,disease,Episodic Respiratory Distress,existing
ETCM_disease_id_1475,933,disease,Episodic Vomiting,existing
ETCM_disease_id_1476,934,disease,Epispadias,existing
ETCM_disease_id_1477,935,disease,Epistaxis,existing
ETCM_disease_id_1479,936,disease,Er Beta-Positive Prostate Tumors,existing
ETCM_disease_id_1480,937,disease,Erectile Dysfunction,existing
ETCM_disease_id_1482,938,disease,Eruptive Xanthomas,existing
ETCM_disease_id_1484,939,disease,Erythema,existing
ETCM_disease_id_1486,940,disease,Erythematous Plaque,existing
ETCM_disease_id_1487,941,disease,Erythroderma,existing
ETCM_disease_id_1489,942,disease,Erythroid Hypoplasia,existing
ETCM_disease_id_1490,943,disease,Erythromelalgia,existing
ETCM_disease_id_1493,944,disease,Esophageal Neoplasms,existing
ETCM_disease_id_1494,945,disease,Esophageal Stricture,existing
ETCM_disease_id_1495,946,disease,Esophageal Ulceration,existing
ETCM_disease_id_1496,947,disease,Esophageal Varix,existing
ETCM_disease_id_1497,948,disease,Esophagitis,existing
ETCM_disease_id_1498,949,disease,Esotropia,existing
ETCM_disease_id_1499,950,disease,Essential Hypertension,existing
ETCM_disease_id_1500,951,disease,Essential Thrombocythemia,existing
ETCM_disease_id_1501,952,disease,Estrogen Disorders,existing
ETCM_disease_id_1502,953,disease,Ethylmalonic Aciduria,existing
ETCM_disease_id_1505,954,disease,Everted Lower Lip Vermilion,existing
ETCM_disease_id_1506,955,disease,Ewing's Sarcoma,existing
ETCM_disease_id_1508,956,disease,Exaggerated Startle Response,existing
ETCM_disease_id_1509,957,disease,Excessive Collagen Deposition,existing
ETCM_disease_id_1510,958,disease,Excessive Daytime Sleepiness,existing
ETCM_disease_id_1511,959,disease,Excessive Postoperative Bleeding,existing
ETCM_disease_id_1512,960,disease,Excessive Salivation,existing
ETCM_disease_id_1516,961,disease,Exercise-Induced Muscle Cramps,existing
ETCM_disease_id_1517,962,disease,Exercise-Induced Muscle Fatigue,existing
ETCM_disease_id_1518,963,disease,Exercise-Induced Muscle Stiffness,existing
ETCM_disease_id_1519,964,disease,Exercise-Induced Myalgia,existing
ETCM_disease_id_1520,965,disease,Exercise-Induced Myoglobinuria,existing
ETCM_disease_id_1521,966,disease,Exercise-Induced Rhabdomyolysis,existing
ETCM_disease_id_1522,967,disease,Exercise Intolerance,existing
ETCM_disease_id_1523,968,disease,Exertional Dyspnea,existing
ETCM_disease_id_1524,969,disease,Exostoses,existing
ETCM_disease_id_1525,970,disease,Exotropia,existing
ETCM_disease_id_1529,971,disease,External Ophthalmoplegia,existing
ETCM_disease_id_1530,972,disease,Extraadrenal Pheochromocytoma,existing
ETCM_disease_id_1531,973,disease,Extrahepatic Cholestasis,existing
ETCM_disease_id_1532,974,disease,Extramedullary Hematopoiesis,existing
ETCM_disease_id_1534,975,disease,Exudative Age-Related Macular Degeneration,existing
ETCM_disease_id_1535,976,disease,Eye Diseases,existing
ETCM_disease_id_1536,977,disease,Eye Inflammation,existing
ETCM_disease_id_1537,978,disease,Eyelid Coloboma,existing
ETCM_disease_id_1538,979,disease,Eyelid Myoclonias,existing
ETCM_disease_id_1539,980,disease,Eyelid Myokymia,existing
ETCM_disease_id_1542,981,disease,Facial Diplegia,existing
ETCM_disease_id_1545,982,disease,Facial Flushing After Alcohol Intake,existing
ETCM_disease_id_1548,983,disease,Facial Myokymia,existing
ETCM_disease_id_1549,984,disease,Facial Palsy,existing
ETCM_disease_id_1551,985,disease,Facial Paralysis,existing
ETCM_disease_id_1552,986,disease,Facial Telangiectasia,existing
ETCM_disease_id_1555,987,disease,Fair Hair,existing
ETCM_disease_id_1557,988,disease,Falls,existing
ETCM_disease_id_1559,989,disease,Fasciculations,existing
ETCM_disease_id_1560,990,disease,Fasting Hyperinsulinemia,existing
ETCM_disease_id_1561,991,disease,Fasting Hypoglycemia,existing
ETCM_disease_id_1562,992,disease,Fat Malabsorption,existing
ETCM_disease_id_1564,993,disease,Fatigable Weakness,existing
ETCM_disease_id_1565,994,disease,Fatigable Weakness Of Bulbar Muscles,existing
ETCM_disease_id_1566,995,disease,Fatigable Weakness Of Distal Limb Muscles,existing
ETCM_disease_id_1567,996,disease,Fatigable Weakness Of Neck Muscles,existing
ETCM_disease_id_1568,997,disease,Fatigable Weakness Of Respiratory Muscles,existing
ETCM_disease_id_1569,998,disease,Fatigable Weakness Of Swallowing Muscles,existing
ETCM_disease_id_1570,999,disease,Fatiguable Weakness Of Proximal Limb Muscles,existing
ETCM_disease_id_1571,1000,disease,Fatigue,existing
ETCM_disease_id_1573,1001,disease,Fatty Replacement Of Skeletal Muscle,existing
ETCM_disease_id_1574,1002,disease,Fava Bean-Induced Hemolytic Anemia,existing
ETCM_disease_id_1577,1003,disease,Febrile Seizures,existing
ETCM_disease_id_1578,1004,disease,Feeding Difficulties,existing
ETCM_disease_id_1579,1005,disease,Feeding Difficulties In Infancy,existing
ETCM_disease_id_1581,1006,disease,Female Hypogonadism,existing
ETCM_disease_id_1582,1007,disease,Female Infertility,existing
ETCM_disease_id_1583,1008,disease,Female Sexual Dysfunction,existing
ETCM_disease_id_1584,1009,disease,Femoral Bowing,existing
ETCM_disease_id_1585,1010,disease,Femoral Hernia,existing
ETCM_disease_id_1588,1011,disease,Fever,existing
ETCM_disease_id_1589,1012,disease,Fibroadenoma Of The Breast,existing
ETCM_disease_id_1591,1013,disease,Fibroma,existing
ETCM_disease_id_1592,1014,disease,Fibrosarcoma,existing
ETCM_disease_id_1593,1015,disease,Fibrosing Alveolitis,existing
ETCM_disease_id_1594,1016,disease,Fibrosis,existing
ETCM_disease_id_1599,1017,disease,Fine Hair,existing
ETCM_disease_id_1600,1018,disease,Finger Clinodactyly,existing
ETCM_disease_id_1601,1019,disease,Finger Swelling,existing
ETCM_disease_id_1603,1020,disease,Firm Muscles,existing
ETCM_disease_id_1604,1021,disease,First Dorsal Interossei Muscle Atrophy,existing
ETCM_disease_id_1609,1022,disease,Flavivirus Infection,existing
ETCM_disease_id_1610,1023,disease,Flexion Contracture,existing
ETCM_disease_id_1611,1024,disease,Flexion Contracture Of Finger,existing
ETCM_disease_id_1614,1025,disease,Flexion Contracture Of Toe,existing
ETCM_disease_id_1616,1026,disease,Flushing,existing
ETCM_disease_id_1617,1027,disease,Focal-Onset Seizure,existing
ETCM_disease_id_1619,1028,disease,Focal Clonic Seizures,existing
ETCM_disease_id_1620,1029,disease,Focal Cortical Dysplasia Type Ii,existing
ETCM_disease_id_1621,1030,disease,Focal Dystonia,existing
ETCM_disease_id_1623,1031,disease,Focal Impaired Awareness Seizure,existing
ETCM_disease_id_1624,1032,disease,Focal Ischemia,existing
ETCM_disease_id_1625,1033,disease,Focal Myoclonic Seizures,existing
ETCM_disease_id_1626,1034,disease,Focal Segmental Glomerulosclerosis,existing
ETCM_disease_id_1627,1035,disease,"Focal Seizures, Afebril",existing
ETCM_disease_id_1629,1036,disease,Focal Tonic Seizures,existing
ETCM_disease_id_1631,1037,disease,Folate-Unresponsive Megaloblastic Anemia,existing
ETCM_disease_id_1633,1038,disease,Follicular Thyroid Carcinoma,existing
ETCM_disease_id_1636,1039,disease,Foot Acroosteolysis,existing
ETCM_disease_id_1637,1040,disease,Foot Osteomyelitis,existing
ETCM_disease_id_1640,1041,disease,Fractures Of The Long Bones,existing
ETCM_disease_id_1642,1042,disease,Freckling,existing
ETCM_disease_id_1643,1043,disease,Frequent Falls,existing
ETCM_disease_id_1644,1044,disease,Frontal Balding,existing
ETCM_disease_id_1647,1045,disease,Frontal Lobe Epilepsy,existing
ETCM_disease_id_1650,1046,disease,Frontalis Muscle Weakness,existing
ETCM_disease_id_1652,1047,disease,Frontotemporal Cerebral Atrophy,existing
ETCM_disease_id_1653,1048,disease,Frontotemporal Dementia,existing
ETCM_disease_id_1655,1049,disease,Fulminant Hepatic Failure,existing
ETCM_disease_id_1659,1050,disease,Functional Intestinal Obstruction,existing
ETCM_disease_id_1660,1051,disease,Functional Motor Deficit,existing
ETCM_disease_id_1662,1052,disease,Fundus Albipunctatus,existing
ETCM_disease_id_1663,1053,disease,Fungal Diseases,existing
ETCM_disease_id_1664,1054,disease,Furrowed Tongue,existing
ETCM_disease_id_1665,1055,disease,Gain Weight In Morbid Obesity,existing
ETCM_disease_id_1667,1056,disease,Gait Ataxia,existing
ETCM_disease_id_1668,1057,disease,Gait Disturbance,existing
ETCM_disease_id_1669,1058,disease,Gait Imbalance,existing
ETCM_disease_id_1671,1059,disease,Galactorrhea,existing
ETCM_disease_id_1672,1060,disease,Galactosuria,existing
ETCM_disease_id_1675,1061,disease,Ganglioneuroblastoma,existing
ETCM_disease_id_1676,1062,disease,Ganglioneuroma,existing
ETCM_disease_id_1677,1063,disease,Gangrene,existing
ETCM_disease_id_1679,1064,disease,Gastric Cancer,existing
ETCM_disease_id_1681,1065,disease,Gastric Emptying Disorders,existing
ETCM_disease_id_1683,1066,disease,Gastric Ulcer,existing
ETCM_disease_id_1687,1067,disease,Gastroesophageal Reflux,existing
ETCM_disease_id_1689,1068,disease,Gastrointestinal Arteriovenous Malformation,existing
ETCM_disease_id_1691,1069,disease,Gastrointestinal Cancers,existing
ETCM_disease_id_1693,1070,disease,Gastrointestinal Dysmotility,existing
ETCM_disease_id_1694,1071,disease,Gastrointestinal Hemorrhage,existing
ETCM_disease_id_1695,1072,disease,Gastrointestinal Infarctions,existing
ETCM_disease_id_1696,1073,disease,Gastrointestinal Inflammation,existing
ETCM_disease_id_1700,1074,disease,Gastrointestinal Stromal Tumors,existing
ETCM_disease_id_1701,1075,disease,Gastrointestinal Telangiectasia,existing
ETCM_disease_id_1702,1076,disease,Gastroparesis,existing
ETCM_disease_id_1703,1077,disease,Gaze-Evoked Horizontal Nystagmus,existing
ETCM_disease_id_1704,1078,disease,Generalized-Onset Seizure,existing
ETCM_disease_id_1706,1079,disease,Generalized Aminoaciduria,existing
ETCM_disease_id_1707,1080,disease,Generalized Amyloid Deposition,existing
ETCM_disease_id_1708,1081,disease,Generalized Amyotrophy,existing
ETCM_disease_id_1711,1082,disease,Generalized Arterial Calcification,existing
ETCM_disease_id_1713,1083,disease,Generalized Clonic Seizures,existing
ETCM_disease_id_1715,1084,disease,Generalized Dystonia,existing
ETCM_disease_id_1716,1085,disease,Generalized Edema,existing
ETCM_disease_id_1717,1086,disease,Generalized Hirsutism,existing
ETCM_disease_id_1718,1087,disease,Generalized Hyperpigmentation,existing
ETCM_disease_id_1719,1088,disease,Generalized Hyperreflexia,existing
ETCM_disease_id_1720,1089,disease,Generalized Hypopigmentation Of Hair,existing
ETCM_disease_id_1721,1090,disease,Generalized Hypotonia Due To Defect At The Neuromuscular Junction,existing
ETCM_disease_id_1722,1091,disease,Generalized Joint Laxity,existing
ETCM_disease_id_1723,1092,disease,Generalized Limb Muscle Atrophy,existing
ETCM_disease_id_1726,1093,disease,Generalized Muscle Hypertrophy,existing
ETCM_disease_id_1727,1094,disease,Generalized Muscle Weakness,existing
ETCM_disease_id_1729,1095,disease,Generalized Myoclonic Seizures,existing
ETCM_disease_id_1730,1096,disease,Generalized Osteoporosis,existing
ETCM_disease_id_1732,1097,disease,Generalized Reticulate Brown Pigmentation,existing
ETCM_disease_id_1734,1098,disease,Generalized Tonic-Clonic Seizures,existing
ETCM_disease_id_1735,1099,disease,Generalized Tonic-Clonic Seizures With Focal Onset,existing
ETCM_disease_id_1736,1100,disease,Generalized Tonic Seizures,existing
